2011-11-06,60
2011-11-13,63
2011-11-20,44
2011-11-27,62
2011-12-04,65
2011-12-11,58
2011-12-18,35
2011-12-25,25
2012-01-01,42
2012-01-08,53
2012-01-15,51
2012-01-22,59
2012-01-29,62
2012-02-05,64
2012-02-12,61
2012-02-19,60
2012-02-26,65
2012-03-04,61
2012-03-11,55
2012-03-18,57
2012-03-25,58
2012-04-01,53
2012-04-08,54
2012-04-15,59
2012-04-22,61
2012-04-29,57
2012-05-06,51
2012-05-13,47
2012-05-20,47
2012-05-27,41
2012-06-03,41
2012-06-10,39
2012-06-17,36
2012-06-24,34
2012-07-01,32
2012-07-08,35
2012-07-15,33
2012-07-22,33
2012-07-29,31
2012-08-05,31
2012-08-12,32
2012-08-19,34
2012-08-26,37
2012-09-02,44
2012-09-09,51
2012-09-16,53
2012-09-23,53
2012-09-30,55
2012-10-07,54
2012-10-14,57
2012-10-21,59
2012-10-28,56
2012-11-04,59
2012-11-11,82
2012-11-18,64
2012-11-25,84
2012-12-02,83
2012-12-09,85
2012-12-16,63
2012-12-23,42
2012-12-30,50
2013-01-06,70
2013-01-13,73
2013-01-20,73
2013-01-27,77
2013-02-03,81
2013-02-10,78
2013-02-17,75
2013-02-24,81
2013-03-03,77
2013-03-10,72
2013-03-17,73
2013-03-24,64
2013-03-31,64
2013-04-07,71
2013-04-14,69
2013-04-21,73
2013-04-28,68
2013-05-05,64
2013-05-12,57
2013-05-19,53
2013-05-26,51
2013-06-02,57
2013-06-09,50
2013-06-16,45
2013-06-23,44
2013-06-30,42
2013-07-07,45
2013-07-14,41
2013-07-21,43
2013-07-28,41
2013-08-04,39
2013-08-11,39
2013-08-18,41
2013-08-25,44
2013-09-01,50
2013-09-08,57
2013-09-15,59
2013-09-22,61
2013-09-29,62
2013-10-06,63
2013-10-13,65
2013-10-20,68
2013-10-27,65
2013-11-03,70
2013-11-10,72
2013-11-17,78
2013-11-24,53
2013-12-01,76
2013-12-08,78
2013-12-15,64
2013-12-22,34
2013-12-29,36
2014-01-05,60
2014-01-12,69
2014-01-19,66
2014-01-26,73
2014-02-02,75
2014-02-09,77
2014-02-16,73
2014-02-23,82
2014-03-02,78
2014-03-09,72
2014-03-16,74
2014-03-23,72
2014-03-30,70
2014-04-06,70
2014-04-13,63
2014-04-20,70
2014-04-27,70
2014-05-04,65
2014-05-11,59
2014-05-18,53
2014-05-25,50
2014-06-01,49
2014-06-08,44
2014-06-15,42
2014-06-22,39
2014-06-29,37
2014-07-06,38
2014-07-13,39
2014-07-20,39
2014-07-27,38
2014-08-03,37
2014-08-10,37
2014-08-17,37
2014-08-24,42
2014-08-31,48
2014-09-07,61
2014-09-14,61
2014-09-21,62
2014-09-28,64
2014-10-05,65
2014-10-12,65
2014-10-19,68
2014-10-26,71
2014-11-02,72
2014-11-09,75
2014-11-16,79
2014-11-23,60
2014-11-30,86
2014-12-07,83
2014-12-14,74
2014-12-21,40
2014-12-28,40
2015-01-04,67
2015-01-11,75
2015-01-18,75
2015-01-25,81
2015-02-01,86
2015-02-08,83
2015-02-15,73
2015-02-22,82
2015-03-01,81
2015-03-08,81
2015-03-15,76
2015-03-22,77
2015-03-29,68
2015-04-05,67
2015-04-12,75
2015-04-19,74
2015-04-26,71
2015-05-03,66
2015-05-10,62
2015-05-17,57
2015-05-24,51
2015-05-31,51
2015-06-07,49
2015-06-14,45
2015-06-21,47
2015-06-28,41
2015-07-05,40
2015-07-12,41
2015-07-19,41
2015-07-26,42
2015-08-02,40
2015-08-09,42
2015-08-16,44
2015-08-23,47
2015-08-30,54
2015-09-06,58
2015-09-13,68
2015-09-20,69
2015-09-27,70
2015-10-04,73
2015-10-11,71
2015-10-18,78
2015-10-25,90
2015-11-01,82
